Symbol	GSM8422086	GSM8422087	GSM8422088	GSM8422089	GSM8422091	GSM8422092	GSM8422093	GSM8422094	GSM8422095	GSM8422096	GSM8422097
IFFO2	1169	1121	976	804	798	843	912	854	744	706	796
LOC105376815	0	0	0	1	0	0	0	0	1	0	0
UBR4	9756	8394	7970	7229	7993	7808	8188	7692	7960	7400	7950
EMC1-AS1	142	131	157	124	140	134	151	110	138	143	135
EMC1	3132	2728	2642	2438	2555	2549	2711	2491	2667	2612	2653
MRTO4	1690	1508	1438	1611	1600	938	1045	1032	1437	1290	1320
AKR7L	25	11	11	12	16	8	18	10	17	10	19
AKR7A3	17	23	21	36	21	30	42	26	32	48	45
LOC100506730	89	84	63	111	125	101	118	125	110	113	122
AKR7A2	1287	1162	1137	1149	1190	1389	1440	1230	1199	1162	1248
SLC66A1	604	493	433	521	605	579	653	539	554	500	566
CAPZB	5410	4726	4195	4278	4499	3998	4347	3891	4302	4106	4358
LOC105376819	0	0	0	0	0	0	2	3	1	0	0
LOC105376818	0	0	2	0	0	0	0	0	0	0	1
LOC105376817	0	0	0	0	0	0	0	0	0	1	0
MICOS10-DT	1	0	1	1	0	0	0	0	1	0	0
MICOS10	1733	1489	1433	1808	1726	1401	1567	1317	1753	1585	1676
MICOS10-NBL1	2083	1765	1751	2144	2213	1967	2076	1616	2080	1939	2121
RPS14P3	50	74	37	73	60	40	55	40	101	50	51
NBL1	1106	938	923	1126	1229	1137	1161	908	1109	1041	1171
HTR6	334	293	273	203	230	149	183	143	154	176	202
TMCO4	375	339	313	247	270	324	365	302	261	280	272
RNF186	0	0	0	0	0	0	0	0	0	0	0
LOC105376823	2	2	2	3	4	0	2	0	0	1	6
OTUD3	635	515	552	625	688	567	646	653	755	676	658
PLA2G2E	0	0	0	0	0	0	0	0	0	0	0
PLA2G2A	0	0	1	0	0	0	0	0	0	1	1
PLA2G5	0	0	0	0	0	0	0	0	0	0	0
PLA2G2D	0	0	0	0	0	0	0	0	0	0	0
PLA2G2F	0	0	0	0	0	0	0	0	0	0	0
PLA2G2C	0	0	0	0	0	0	0	0	0	0	0
UBXN10	0	0	0	0	0	0	0	0	0	0	0
UBXN10-AS1	0	0	0	0	0	0	0	0	0	0	0
LOC105376825	0	0	0	0	0	0	0	0	0	0	0
LOC105376826	0	0	0	0	0	0	0	0	0	0	0
LINC01757	0	0	0	0	0	0	0	0	0	0	0
LOC105376828	0	0	0	0	0	0	0	0	0	0	0
VWA5B1	0	0	0	0	0	0	0	0	0	0	0
LINC01141	1	0	0	0	0	0	0	0	0	0	0
CAMK2N1	247	210	191	121	150	105	93	129	139	124	133
MUL1	715	666	603	573	706	663	639	638	746	577	705
FAM43B	0	0	1	0	0	0	0	0	1	0	1
CDA	20	12	17	6	8	87	89	50	14	19	11
PINK1	1102	962	997	693	831	1778	1931	1576	918	989	936
MIR6084	84	91	77	56	75	146	154	111	68	89	68
PINK1-AS	1112	973	978	782	937	1457	1607	1374	979	995	980
DDOST	6312	5377	5172	5328	5770	5619	6329	5582	5552	5111	5399
KIF17	15	22	42	18	19	46	43	25	29	19	20
SH2D5	731	608	535	446	492	398	400	327	373	408	407
LOC112268222	1264	1096	1006	1051	1149	912	1029	1293	1324	1176	1182
HP1BP3	5360	4738	4409	4847	5266	4773	5203	5614	5847	5322	5545
EIF4G3	3162	2740	2707	2446	2719	2018	2312	2330	2896	2455	2655
LOC105376830	7	1	3	1	0	3	0	2	4	1	4
LOC105376829	2	3	6	1	1	4	0	0	1	0	0
MIR1256	0	0	0	0	0	0	0	0	0	0	0
ECE1	6776	6083	5881	4600	5118	6480	7071	5933	5050	4759	4960
ECE1-AS1	5	9	10	6	7	7	10	9	17	9	7
LOC105376832	0	0	0	0	0	0	0	0	0	0	0
NBPF3	423	338	387	392	454	483	471	429	452	448	460
ALPL	1	3	0	0	0	6	1	6	2	1	2
LINC02596	0	0	0	0	0	0	0	0	0	0	0
RAP1GAP	157	123	116	105	117	154	167	106	112	125	104
USP48	1734	1496	1503	1613	1722	1631	1772	1922	1922	1782	1739
LDLRAD2	272	222	220	219	233	400	428	370	238	239	237
HSPG2	2854	2599	2409	2277	2471	4472	4443	3830	2323	2396	2433
CELA3B	0	0	0	0	0	0	0	0	0	0	0
CELA3A	0	1	0	0	0	0	0	0	0	0	0
LINC01635	8	4	6	8	14	15	8	15	5	9	11
LINC00339	181	158	178	214	162	183	223	194	198	180	193
CDC42-AS1	9	8	8	6	7	3	7	9	10	8	5
CDC42	6398	5400	5148	6024	6373	5363	6193	6452	6638	5801	6346
WNT4	33	29	17	57	72	130	116	118	51	51	61
LOC105376845	10	5	6	5	8	16	15	22	6	9	4
LOC105376850	3	10	2	6	3	5	6	3	3	5	0
LOC107985377	0	0	0	0	0	0	0	0	0	0	0
MIR4418	0	0	0	0	1	0	0	0	0	0	0
LOC105376856	0	0	0	0	0	0	0	0	0	0	0
ZBTB40	705	561	565	635	738	803	829	847	689	705	662
EPHA8	130	114	116	45	49	22	26	10	33	22	40
MIR6127	0	0	0	0	0	0	0	0	0	0	0
C1QA	0	0	0	0	0	0	0	0	0	0	0
C1QC	0	1	0	0	0	0	0	0	0	0	0
C1QB	0	0	0	0	0	0	0	0	0	0	0
EPHB2	252	193	195	188	221	227	258	198	202	150	205
MIR4684	0	0	0	0	0	0	0	0	0	0	0
MIR4253	5	6	4	7	9	8	8	3	5	9	5
LACTBL1	0	0	0	0	0	0	0	0	0	0	0
TEX46	0	0	0	0	2	1	0	1	0	1	1
KDM1A	3155	2643	2551	2707	3023	2622	2781	2734	2819	2679	2922
MIR3115	0	1	0	0	0	0	0	0	0	0	0
LUZP1	762	724	642	772	812	838	892	873	794	777	840
HTR1D	6	3	6	7	4	7	10	5	7	6	4
LINC01355	131	111	99	136	134	126	134	174	163	148	140
HNRNPR	4598	3991	3739	5384	5752	4200	4722	4635	5871	5559	5870
ZNF436	219	172	164	223	258	313	389	377	304	309	303
ZNF436-AS1	48	28	39	45	50	56	71	64	55	63	47
TCEA3	4	2	3	6	7	13	26	20	12	15	10
ASAP3	265	276	234	261	278	460	487	420	323	299	327
E2F2	374	336	305	442	521	295	304	349	484	483	476
LOC101928163	10	6	11	18	10	4	7	7	10	14	24
LOC105376859	11	11	10	4	14	10	14	22	8	9	13
ID3	2811	2417	2336	4830	4971	6143	6907	6123	5750	5317	5792
LOC107984928	6	5	1	4	2	12	12	6	5	2	1
MDS2	0	2	0	3	4	2	6	3	3	7	3
RPL11	15613	13616	13449	13937	15152	14295	16067	13385	14226	11633	13291
ELOA	1643	1491	1392	1699	1769	1327	1533	1557	1736	1548	1762
ELOA-AS1	125	122	101	117	138	107	139	141	146	134	142
PITHD1	632	563	529	628	586	489	583	536	674	525	604
LOC105376860	239	185	195	191	212	208	254	164	198	172	199
LYPLA2	1011	867	853	831	1000	883	968	818	933	783	898
GALE	864	758	821	855	819	842	893	706	846	723	747
HMGCL	338	271	312	229	231	490	497	404	296	327	272
LOC105376861	1	0	1	0	1	0	0	0	1	0	1
FUCA1	183	143	156	149	162	261	276	247	163	173	176
CNR2	1	0	0	0	0	0	0	2	0	0	0
LOC107984929	0	0	0	0	0	0	0	0	0	0	0
MIR378F	0	0	0	0	0	0	0	0	0	0	0
PNRC2	2328	2046	1780	2202	2348	2131	2569	2571	2742	2422	2550
SRSF10	2855	2519	2418	3071	3305	2396	2764	2947	3352	2929	3309
LOC105378615	0	0	0	0	0	0	0	0	0	0	0
LOC105376863	0	0	1	0	0	0	1	2	0	0	0
LOC107984931	0	0	0	0	0	2	1	2	0	0	0
MYOM3	1	0	0	0	0	20	17	14	3	2	1
MYOM3-AS1	0	0	0	0	0	1	0	0	0	0	0
LOC105376864	0	0	0	0	0	0	0	0	0	0	0
IL22RA1	0	0	0	1	1	0	0	2	0	0	0
IFNLR1	21	26	19	17	17	27	22	28	20	26	21
LINC02800	0	0	0	0	0	2	0	1	0	0	0
GRHL3-AS1	0	0	0	0	0	0	0	0	0	0	0
GRHL3	1	0	0	0	0	4	2	0	0	1	0
STPG1	102	81	84	73	100	95	113	105	103	87	89
NIPAL3	270	273	241	228	264	388	419	382	295	292	289
RCAN3AS	1	2	4	1	0	2	1	3	3	0	2
RCAN3	226	232	195	283	282	360	377	419	337	295	299
NCMAP-DT	14	15	11	12	20	19	17	27	26	21	20
NCMAP	0	0	0	0	0	0	1	0	0	0	0
SRRM1	3141	2726	2377	2524	2968	1834	2099	2337	2752	2659	2732
CLIC4	2299	1949	1843	2037	2321	2743	3207	3638	2825	2495	2707
LOC105376876	0	0	0	0	0	0	0	0	0	0	0
RUNX3	0	0	0	0	0	0	0	0	0	0	0
MIR6731	0	0	0	0	0	0	0	0	0	0	0
LOC107984932	0	0	0	0	0	0	0	0	0	0	0
RUNX3-AS1	1	0	0	0	0	0	0	0	0	0	0
MIR4425	0	0	0	0	0	0	0	0	0	0	0
LINC02793	0	0	0	0	0	0	0	0	0	0	0
SYF2	1072	841	856	872	842	754	890	823	783	823	838
RSRP1	564	518	500	751	838	1191	1238	1336	947	952	1006
LOC105376882	0	0	0	0	0	2	0	0	0	0	1
RHD	11	17	10	14	10	17	17	20	13	13	17
TMEM50A	1061	977	943	931	950	984	1122	1092	1065	978	1023
RHCE	421	404	346	352	359	354	381	447	416	394	425
MACO1	306	306	256	287	311	266	344	307	343	272	315
LDLRAP1	471	464	499	607	652	703	760	678	667	633	715
MAN1C1	94	75	77	64	83	74	63	62	87	98	89
SELENON	3735	3093	2964	2852	2987	3336	3564	3088	3083	3030	3050
MTFR1L	429	417	343	396	484	635	696	641	449	484	490
LOC646471	141	121	137	138	135	278	240	258	153	154	194
AUNIP	329	279	217	315	305	285	289	297	339	322	366
PAQR7	694	581	524	575	535	922	919	887	527	471	539
STMN1	8257	7164	6634	8684	9293	7526	8414	8766	9380	8551	9194
MIR3917	743	694	584	837	873	746	782	856	863	785	850
LOC105376885	0	0	0	0	0	2	0	0	0	0	0
PAFAH2	177	101	120	137	123	138	143	143	170	140	125
LOC101928216	2	2	2	5	5	4	9	11	2	0	6
EXTL1	7	2	5	4	5	23	22	18	6	5	7
SLC30A2	0	0	0	0	0	0	0	0	0	0	0
LOC105376910	0	0	0	0	0	0	2	1	0	0	0
TRIM63	0	0	0	0	0	0	2	0	0	0	0
PDIK1L	210	199	156	212	216	167	210	237	237	241	233
LOC105376886	0	0	0	0	0	1	0	1	1	2	0
FAM110D	1	0	0	0	0	5	3	6	4	1	2
C1orf232	0	0	0	0	0	0	0	0	0	0	0
ZNF593	479	408	434	401	380	404	378	336	345	292	370
CNKSR1	4	3	7	2	2	5	5	3	3	4	6
CATSPER4	0	0	0	0	0	0	0	0	0	0	0
ZPLD2P	3	0	1	0	0	2	1	0	0	3	0
CEP85	766	580	623	925	957	789	845	754	956	890	951
SH3BGRL3	1842	1549	1510	1453	1717	1665	1849	1549	1541	1346	1675
UBXN11	203	186	180	239	203	227	245	185	220	199	217
CD52	1	1	0	0	0	1	2	2	1	0	2
CRYBG2	0	3	0	0	2	2	1	3	5	2	3
ZNF683	0	0	0	0	0	0	0	0	0	0	0
LIN28A	0	0	1	0	0	0	0	0	0	0	0
DHDDS	495	429	417	441	433	478	497	429	473	436	421
DHDDS-AS1	11	6	5	7	7	10	6	3	4	2	1
HMGN2	8142	7205	6693	9524	10537	9431	10612	10526	11086	10233	11092
RPS6KA1	1201	1038	1001	1366	1371	1308	1377	1329	1412	1346	1456
MIR1976	0	0	0	0	0	0	0	0	1	0	0
LOC105376888	0	1	0	0	1	0	0	2	1	0	1
LOC101928728	20	11	12	16	16	25	23	29	21	20	23
ARID1A	1070	918	850	1228	1260	1672	1691	1717	1374	1286	1280
PIGV	254	267	239	209	177	295	305	268	215	229	211
ZDHHC18	857	765	753	754	843	752	777	701	819	746	808
SFN	151	106	128	337	383	1063	1189	828	380	331	388
GPN2	571	557	503	590	614	620	671	607	655	595	610
GPATCH3	217	194	198	214	233	245	241	242	203	207	214
NUDC	2840	2615	2477	2943	3118	2355	2509	2189	2843	2601	2736
NR0B2	2	2	0	0	0	2	1	0	0	2	2
KDF1	0	0	0	0	3	0	1	0	2	0	0
TRNP1	108	100	92	55	76	116	131	89	94	73	93
TENT5B	76	70	87	91	112	178	203	111	97	123	118
LOC101928391	0	0	0	0	2	0	2	0	1	0	0
SLC9A1	517	442	409	403	459	503	516	448	507	470	501
LOC102723760	0	0	0	0	0	0	0	0	0	0	0
WDTC1-DT	0	1	0	0	1	0	0	1	0	0	0
WDTC1	1064	998	962	785	780	1107	1188	986	880	853	861
TMEM222	368	284	337	363	371	433	480	413	430	364	441
ACTG1P20	30	22	33	13	29	30	32	25	25	15	39
SYTL1	35	33	23	47	65	281	289	169	75	79	86
MAP3K6	414	346	374	409	488	644	688	601	535	540	536
FCN3	7	2	3	1	4	6	5	2	3	3	7
CD164L2	0	0	0	0	0	0	0	0	0	0	0
GPR3	340	276	254	131	124	35	23	42	83	73	81
WASF2	4816	4237	4165	3244	3733	4095	4265	3824	3547	3261	3587
LOC105376892	6	3	2	0	0	1	4	6	2	1	0
AHDC1	646	576	532	514	535	744	792	653	502	514	570
FGR	0	1	0	0	0	3	1	1	0	0	0
LINC02574	0	0	0	0	0	0	4	0	2	0	0
IFI6	300	238	251	329	363	674	799	587	437	391	428
FAM76A	180	160	153	159	184	179	222	230	199	166	176
STX12	684	616	546	506	541	505	550	591	624	623	613
PPP1R8	1031	956	935	1045	1132	835	1022	976	1113	1005	1070
SCARNA1	0	2	0	1	0	2	1	2	1	1	8
THEMIS2	175	150	172	172	177	190	215	165	174	166	184
RPA2	911	810	847	924	960	613	763	647	981	880	937
SMPDL3B	0	0	2	0	0	0	1	0	0	2	0
XKR8	0	0	0	0	0	0	0	1	0	0	0
EYA3	519	460	519	571	655	482	522	569	668	531	608
PTAFR	4	7	3	14	14	14	15	18	9	13	14
DNAJC8	2713	2329	2242	2616	2498	2145	2592	2449	2620	2402	2461
ATP5IF1	1712	1407	1430	1642	1787	2700	3001	2550	1963	1701	1901
SESN2	435	431	442	422	494	906	840	822	535	548	559
MED18	207	192	209	227	263	251	291	259	259	234	229
PHACTR4	847	743	762	933	1077	1175	1286	1236	1053	1078	1066
RCC1	5065	4281	4141	4547	4806	3458	3665	3368	4310	4164	4341
SNHG3	3386	2891	2777	2416	2561	2292	2486	2381	2414	2165	2292
SNORA73A	99	102	79	78	69	55	70	66	74	65	67
SNORA73B	57	58	70	41	36	33	34	23	34	39	29
TRNAU1AP	315	245	259	340	346	397	415	372	368	317	320
SNHG12	555	507	461	571	628	511	565	495	567	501	540
SNORD99	22	16	15	12	36	16	19	17	29	17	18
SNORA61	90	87	76	84	96	56	82	76	89	77	87
SNORA44	22	14	21	22	15	20	23	20	15	14	25
SNORA16A	38	21	27	32	43	33	33	31	36	29	33
RAB42	3	9	4	10	8	8	1	7	11	5	7
TAF12	651	564	497	530	555	579	608	566	611	553	598
TAF12-DT	8	7	10	7	7	13	15	13	12	7	16
RNU11	0	0	0	0	1	0	1	2	0	0	0
GMEB1	500	462	446	453	435	358	400	397	433	339	438
YTHDF2	2704	2333	2221	2198	2363	2151	2513	2469	2474	2292	2426
OPRD1	4	1	0	2	1	7	5	5	2	2	0
EPB41	1823	1541	1591	1484	1729	2166	2304	2265	1693	1645	1709
TMEM200B	151	116	139	120	132	219	198	189	155	144	135
SRSF4	3590	3204	3106	3284	3584	3059	3236	2943	3499	3317	3581
MECR	524	466	479	409	479	438	489	379	427	440	445
PTPRU	402	385	394	520	505	604	594	481	490	537	437
LINC01756	0	0	0	0	1	0	0	0	0	0	0
LOC107984933	0	0	0	0	0	0	0	0	0	0	0
LOC107984934	0	0	0	0	0	0	0	0	0	0	0
LINC01648	0	0	0	0	0	0	0	0	0	0	0
LOC105378617	0	0	0	0	0	0	0	0	0	0	0
LOC105378618	0	0	0	0	0	0	0	0	0	0	0
MATN1	23	22	18	36	20	49	45	49	20	24	20
MATN1-AS1	50	39	35	46	36	75	68	88	41	44	45
LAPTM5	5	4	6	2	0	5	4	6	0	2	0
MIR4420	0	0	0	0	0	0	0	0	0	0	0
LOC105378620	0	0	0	0	0	2	0	0	0	0	0
LOC105378621	0	0	0	0	0	1	0	0	0	0	0
LINC01778	0	0	0	4	2	8	22	18	9	3	2
LOC400748	0	0	0	0	0	1	1	0	0	0	0
SDC3	1607	1453	1419	1698	1723	3926	4120	3544	1828	1720	1862
PUM1	3883	3422	3191	2949	3290	3618	3920	3666	3504	3154	3386
SNORD103A	13	15	17	11	9	29	26	18	13	12	15
SNORD103B	9	11	11	12	9	19	12	20	11	8	16
SNORD103C	0	0	0	0	0	0	0	0	1	0	0
LOC107984935	10	4	2	10	7	5	11	9	10	6	6
NKAIN1	83	76	78	60	42	51	58	52	47	51	45
SNRNP40	1635	1452	1360	1482	1647	1241	1325	1191	1628	1476	1670
ZCCHC17	767	666	654	732	686	697	736	659	753	638	741
FABP3	29	19	23	20	25	33	18	25	29	21	27
LOC105378623	0	0	0	1	1	1	1	2	2	0	1
LOC107985470	1	0	0	0	0	1	0	1	1	0	0
SERINC2	166	122	119	140	150	205	255	181	159	172	163
LOC105378625	0	0	0	0	1	0	0	0	0	0	0
LOC105379772	0	0	0	0	0	0	1	1	0	0	0
LDC1P	0	0	0	0	0	0	1	0	1	0	0
LINC01226	0	0	0	0	0	0	0	0	0	0	0
LOC105378626	3	0	0	0	0	1	0	0	3	0	1
TINAGL1	1	0	0	1	1	0	3	0	1	0	1
HCRTR1	87	86	87	85	109	86	111	81	74	86	105
PEF1	705	618	712	712	768	688	801	706	687	630	691
PEF1-AS1	47	44	46	43	55	55	69	46	57	46	49
LOC105378628	1	0	0	0	3	0	0	1	0	1	2
COL16A1	4	4	6	3	1	15	12	19	8	3	6
LOC101929444	0	0	0	1	0	0	0	0	2	0	0
ADGRB2	340	305	301	378	433	535	571	434	403	482	455
MIR4254	0	0	0	0	1	1	1	0	0	2	1
SPOCD1	615	489	442	250	245	213	213	167	153	183	175
PTP4A2	8376	7313	6919	7063	7472	5461	6432	6259	7151	6741	6840
KHDRBS1	7619	6636	6153	6169	6920	6250	7154	7151	7331	6902	7143
TMEM39B	660	504	528	522	585	574	564	525	526	529	564
MIR5585	0	0	0	2	0	0	1	0	0	0	0
KPNA6	4375	3786	3579	3628	3860	3476	3932	3894	3862	3866	3918
TXLNA	2854	2521	2490	2873	2898	3008	3295	2998	3020	2974	2971
CCDC28B	284	257	256	276	294	353	400	306	231	232	256
TMEM234	135	129	139	174	166	255	240	226	182	158	154
IQCC	159	110	142	184	154	179	180	155	141	153	169
DCDC2B	25	18	19	22	30	64	73	56	44	36	26
EIF3I	8016	6801	6707	6593	6869	5925	6556	6003	6241	5826	6211
MTMR9LP	20	23	7	18	23	47	44	39	28	25	23
FAM167B	34	18	14	17	20	43	40	34	25	47	34
LCK	0	0	0	0	0	0	6	0	0	0	0
HDAC1	5687	4787	4669	5464	5769	5750	6342	6062	6037	5504	5610
MARCKSL1	4146	3517	3364	4083	4158	4592	4691	4439	4151	3946	4027
LOC105378629	3	7	10	8	17	11	17	9	14	11	11
TSSK3	284	263	257	284	293	368	466	388	358	267	313
FAM229A	74	62	70	93	101	143	148	127	109	112	116
BSDC1	1769	1473	1468	1587	1492	2087	2232	1965	1785	1629	1691
ZBTB8B	0	0	0	0	0	0	0	2	0	1	2
ZBTB8A	336	253	261	355	368	370	425	481	392	391	354
LOC102723870	28	32	25	13	16	22	25	21	20	13	22
ZBTB8OS	561	495	531	549	504	459	512	495	529	448	436
RBBP4	4248	3659	3486	4059	4252	3489	4032	4005	4358	4045	4257
SYNC	1032	889	858	978	1100	877	1032	1115	1121	1039	1069
KIAA1522	1363	1057	1105	1063	1190	1526	1561	1372	1199	1291	1262
YARS1	4448	3722	3755	3322	3546	2519	2697	2547	3190	3023	3168
S100PBP	788	724	625	786	826	805	910	890	889	783	850
FNDC5	73	65	68	68	96	111	147	122	110	77	111
LOC105378631	5	4	2	1	1	0	8	5	1	1	2
HPCA	39	31	29	27	25	19	34	19	20	22	24
TMEM54	831	661	623	496	477	539	596	445	449	425	527
LOC105378632	1	0	1	3	1	1	2	0	1	3	0
RNF19B	500	471	433	462	422	590	589	499	503	439	450
AK2	6907	5938	5530	6149	6386	4379	4852	4711	5716	5199	5543
LOC105378635	1	2	2	1	6	0	1	0	2	0	0
AZIN2	299	245	234	158	181	209	243	155	191	168	172
LOC112268224	0	3	0	0	0	5	0	0	1	0	1
TRIM62	218	158	154	106	86	166	165	153	108	144	134
ZNF362	403	359	349	382	368	720	803	679	504	457	476
A3GALT2	1	0	0	0	4	0	0	1	0	0	0
PHC2	1594	1472	1284	1340	1243	1107	1259	1131	1290	1293	1342
MIR3605	68	55	55	60	70	60	65	42	58	55	62
PHC2-AS1	3	1	0	4	7	2	2	0	2	8	0
ZSCAN20	278	269	232	305	338	398	475	396	359	330	302
CSMD2	2	1	0	0	1	1	3	1	4	1	6
LOC105378638	0	0	0	0	0	0	0	0	0	0	0
HMGB4	0	0	0	0	0	0	0	0	0	0	0
CSMD2-AS1	0	0	0	0	0	0	0	0	0	0	0
C1orf94	0	0	0	0	0	0	0	0	0	0	0
LOC105378639	0	0	0	0	0	0	0	0	0	0	0
LOC105378640	0	0	0	0	0	0	0	0	0	0	0
LOC105378641	0	0	0	0	0	0	0	0	0	0	0
MIR552	0	0	0	0	0	0	0	0	0	0	0
LOC105378642	5	2	1	3	0	0	3	1	1	3	3
GJB5	434	408	373	323	330	341	398	297	344	297	281
GJB4	50	62	39	17	29	9	17	7	11	18	21
GJB3	345	339	327	171	164	84	82	71	115	120	117
GJA4	3	3	0	5	1	2	2	5	2	5	1
SMIM12	1002	816	835	801	860	734	796	782	843	697	827
DLGAP3	179	149	142	88	106	89	106	90	100	84	90
GPR199P	39	38	38	24	36	44	57	38	52	51	43
TMEM35B	322	267	284	242	242	209	261	191	230	243	243
ZMYM6	443	406	414	489	538	447	611	569	525	541	521
ZMYM1	1399	1245	1197	1336	1490	980	1137	1360	1493	1357	1436
LOC105378644	0	0	0	0	0	1	0	0	1	1	1
SFPQ	8522	7641	7200	10214	10908	8939	9927	10392	11186	10444	10969
ZMYM4	2138	1988	1808	2083	2266	2174	2568	2519	2526	2266	2381
ZMYM4-AS1	52	49	39	52	58	50	64	75	56	46	72
KIAA0319L	1531	1328	1267	1078	1154	1265	1486	1324	1184	1115	1230
NCDN	1277	1120	1050	1132	1076	1239	1250	1077	1096	1083	1097
TFAP2E	49	50	44	59	62	96	72	88	60	67	49
TFAP2E-AS1	11	9	8	7	12	15	5	13	10	6	15
PSMB2	3615	3133	3115	3284	3485	3229	3496	3368	3519	3344	3516
LOC105378646	1	0	0	0	0	0	0	0	0	0	0
C1orf216	1028	874	828	1012	1077	1096	1208	1047	1053	991	1045
CLSPN	1369	1202	1136	1504	1648	899	988	1036	1538	1380	1557
AGO4	715	609	560	589	686	814	844	800	772	694	788
AGO1	1760	1549	1472	1328	1408	1549	1636	1520	1555	1442	1561
AGO3	669	621	595	658	770	689	760	890	842	722	828
LOC105378647	0	0	0	3	0	0	1	0	1	2	2
TEKT2	1	2	1	2	0	1	2	2	2	1	4
ADPRS	575	497	480	438	422	441	465	452	448	414	441
COL8A2	3	3	3	2	4	6	4	6	4	3	2
TRAPPC3	1750	1430	1398	1513	1658	1412	1626	1426	1550	1397	1467
MAP7D1	3477	3015	3000	3355	3573	4936	4982	4489	3578	3669	3775
THRAP3	6263	5526	5334	6269	6706	5095	5615	5592	6586	6255	6630
SH3D21	253	211	244	321	253	342	351	390	325	290	327
EVA1B	367	303	298	239	237	359	337	251	251	299	312
STK40	1460	1348	1230	1024	1048	942	1023	918	1027	949	1070
LSM10	467	426	432	537	548	494	536	417	525	484	538
OSCP1	123	104	115	92	110	157	143	154	146	114	128
SNORA63C	3	1	0	0	0	1	1	4	0	1	0
LOC107984940	1	1	1	0	1	0	0	1	1	0	0
MRPS15	1687	1452	1443	1227	1509	1231	1305	1259	1256	1133	1303
CSF3R	0	0	0	0	0	0	0	0	0	0	0
LOC107984941	0	0	0	0	0	0	0	0	0	0	0
LOC105378648	0	0	0	0	0	0	0	0	0	0	0
GRIK3	0	0	0	0	0	0	0	2	0	1	0
MIR4255	0	0	0	0	0	0	0	0	0	0	0
LOC107984942	0	0	0	0	0	0	0	2	0	0	0
ZC3H12A-DT	4	11	14	8	7	24	18	32	10	5	9
ZC3H12A	574	496	500	335	367	628	699	610	373	382	380
MIR6732	1	6	4	2	3	7	6	4	7	5	2
MEAF6	957	881	818	830	876	712	838	823	892	825	808
MIR5581	1	10	5	4	6	3	8	11	7	2	4
LOC105378649	39	46	45	40	39	41	45	46	41	29	30
SNIP1	653	571	558	582	589	616	623	587	611	581	577
DNALI1	19	11	20	7	15	7	7	9	11	9	14
GNL2	2042	1755	1656	1529	1585	1269	1359	1360	1592	1424	1452
RSPO1	19	13	15	31	13	37	37	35	26	25	25
C1orf109	690	672	664	712	711	506	606	597	716	654	653
CDCA8	2408	2073	2072	2476	2605	1686	1751	1654	2625	2323	2645
EPHA10	243	171	196	147	136	189	200	127	163	149	136
LOC105378650	0	0	0	0	2	2	0	1	0	0	0
MANEAL	1000	827	866	743	730	634	737	663	758	682	690
YRDC	940	881	843	735	775	506	573	535	754	662	708
C1orf122	646	581	536	586	559	621	664	557	588	529	593
MTF1	868	750	708	797	806	687	753	807	884	827	811
INPP5B	484	409	392	378	368	365	370	416	428	400	450
LOC105378651	9	7	5	6	9	6	5	12	7	5	7
SF3A3	4593	3902	3722	3779	3943	2518	2709	2776	3702	3382	3651
FHL3	278	231	261	246	245	318	347	320	218	244	273
UTP11	1254	954	890	935	969	609	716	665	864	909	916
POU3F1	1	3	2	2	0	1	2	1	2	1	0
LOC107985103	0	0	0	1	1	0	1	1	0	0	0
MIR3659HG	1	0	0	2	1	0	1	4	0	1	0
MIR3659	0	0	0	0	0	0	0	0	0	0	0
LINC02786	0	0	0	0	0	0	0	0	0	0	0
LOC105378654	0	0	0	0	0	0	0	0	0	0	2
LINC01343	0	0	0	0	0	0	0	0	0	0	0
LOC105378657	0	0	0	0	0	0	0	0	0	0	0
LOC107984943	0	0	0	0	0	0	0	0	0	0	0
LINC01685	0	0	0	0	0	0	0	0	0	0	0
LOC105378658	0	0	0	0	0	0	0	0	0	0	0
LOC105378660	0	0	2	0	0	0	0	0	0	0	0
RRAGC	893	814	768	776	847	983	1068	1142	867	878	818
GJA9-MYCBP	406	351	336	377	435	261	305	318	449	367	363
MYCBP	396	345	327	366	427	247	291	305	443	356	355
LOC105378663	3	4	2	4	2	5	5	8	1	2	5
GJA9	8	5	7	9	6	10	15	14	7	8	9
RHBDL2	10	10	16	5	5	9	20	19	4	13	8
LOC105378662	8	11	9	4	3	10	13	10	8	8	6
AKIRIN1	2616	2270	2030	2260	2430	2159	2339	2431	2542	2396	2478
NDUFS5	3409	2798	2783	3183	3185	3119	3192	2846	3021	2676	2932
MACF1	5659	4934	4689	3131	3453	3095	3233	3202	3679	3446	3569
KIAA0754	644	538	550	376	393	316	318	304	402	383	399
LOC105378950	2	0	0	0	0	0	0	0	0	0	0
BMP8A	62	54	51	50	63	74	76	65	57	57	63
OXCT2P1	18	6	9	4	4	7	9	7	7	6	2
PPIEL	23	22	23	50	43	52	49	36	44	28	36
PABPC4	5390	4692	4529	4297	4767	3961	4247	4011	4332	4251	4464
PABPC4-AS1	978	782	732	692	772	654	722	645	708	727	719
SNORA55	22	18	11	23	21	12	11	14	18	13	12
HEYL	5	11	14	8	7	11	13	6	10	9	5
NT5C1A	14	10	11	6	7	13	6	6	6	6	2
HPCAL4	60	61	54	34	58	24	26	28	36	30	25
PPIE	1175	978	985	1028	1035	907	944	876	930	906	1007
BMP8B	201	166	169	161	190	179	201	191	167	196	176
